packet_size,inter_arrival_time,packet_rate,connection_duration,failed_logins,label
517,0.021,122,17,0,normal
1455,0.541,909,2,11,attack
548,0.034,100,21,0,normal
515,0.018,136,24,0,normal
510,0.033,121,23,0,normal
487,0.03,138,22,0,normal
507,0.025,139,18,0,normal
546,0.031,120,16,0,normal
503,0.011,139,18,0,normal
500,0.025,105,18,0,normal
524,0.033,106,17,0,normal
1740,0.475,955,3,11,attack
549,0.047,125,23,0,normal
519,0.014,115,19,0,normal
522,0.035,137,15,0,normal
526,0.037,122,16,0,normal
493,0.013,138,20,0,normal
490,0.019,132,18,0,normal
484,0.014,103,22,0,normal
526,0.029,107,20,0,normal
549,0.029,138,21,0,normal
502,0.038,123,18,0,normal
521,0.039,126,16,0,normal
518,0.015,139,19,0,normal
530,0.019,112,19,0,normal
508,0.031,122,17,0,normal
498,0.018,113,24,0,normal
1667,0.629,820,2,5,attack
1716,0.46,877,3,10,attack
503,0.03,108,18,0,normal
518,0.03,126,18,0,normal
1420,0.558,825,2,10,attack
520,0.035,145,24,0,normal
498,0.024,110,19,0,normal
480,0.044,126,22,0,normal
545,0.028,138,15,0,normal
533,0.013,126,17,0,normal
1618,0.41,826,4,10,attack
1590,0.446,904,1,8,attack
492,0.027,114,18,0,normal
1662,0.464,948,2,13,attack
548,0.018,127,16,0,normal
1510,0.679,864,4,6,attack
481,0.043,117,21,0,normal
1582,0.605,834,3,7,attack
547,0.04,107,16,0,normal
513,0.015,110,23,0,normal
499,0.029,142,24,1,normal
545,0.018,118,19,0,normal
1517,0.585,939,2,6,attack
481,0.037,145,22,0,normal
489,0.022,125,20,0,normal
521,0.047,140,23,1,normal
1646,0.643,804,3,12,attack
1657,0.439,896,3,5,attack
547,0.017,110,15,0,normal
1657,0.474,871,3,8,attack
490,0.018,130,18,0,normal
539,0.03,110,23,0,normal
516,0.023,118,23,0,normal
510,0.034,104,20,0,normal
513,0.025,105,21,0,normal
524,0.026,112,24,0,normal
1592,0.673,997,1,12,attack
1531,0.426,910,4,13,attack
499,0.023,144,19,0,normal
535,0.042,129,20,0,normal
533,0.041,112,18,0,normal
1658,0.49,834,4,7,attack
512,0.025,101,18,0,normal
483,0.025,139,17,0,normal
1734,0.419,960,4,12,attack
510,0.024,135,19,0,normal
514,0.02,130,19,0,normal
526,0.037,136,18,0,normal
1467,0.432,839,2,10,attack
516,0.022,112,21,0,normal
1404,0.475,838,2,5,attack
490,0.017,115,20,0,normal
491,0.036,136,17,0,normal
1757,0.612,900,4,7,attack
505,0.032,129,18,0,normal
495,0.011,108,18,0,normal
501,0.043,141,19,1,normal
1400,0.529,833,4,12,attack
541,0.042,104,18,0,normal
502,0.033,148,21,0,normal
539,0.042,121,18,0,normal
509,0.029,124,24,0,normal
1688,0.49,895,4,12,attack
499,0.033,143,23,0,normal
546,0.033,110,17,0,normal
482,0.014,100,23,0,normal
482,0.039,114,20,0,normal
487,0.033,121,15,0,normal
507,0.04,137,23,0,normal
516,0.022,141,15,0,normal
1464,0.524,916,2,6,attack
526,0.023,149,21,0,normal
503,0.01,108,15,0,normal
518,0.038,119,23,0,normal
549,0.036,108,15,0,normal
1557,0.453,873,3,8,attack
536,0.03,117,20,0,normal
522,0.044,109,15,0,normal
516,0.028,148,17,0,normal
504,0.046,146,22,0,normal
536,0.024,131,21,0,normal
1770,0.427,844,4,12,attack
500,0.026,116,18,0,normal
1586,0.453,993,2,8,attack
517,0.011,116,19,0,normal
507,0.029,122,15,1,normal
1485,0.699,813,3,12,attack
526,0.018,119,16,0,normal
496,0.032,141,17,0,normal
512,0.013,114,21,0,normal
1552,0.448,876,3,7,attack
493,0.027,109,23,0,normal
1575,0.629,849,1,13,attack
497,0.041,121,24,0,normal
494,0.013,139,23,0,normal
489,0.032,104,18,0,normal
1454,0.439,839,3,14,attack
481,0.032,132,19,0,normal
502,0.028,118,23,0,normal
517,0.043,101,23,0,normal
1625,0.569,832,4,5,attack
509,0.04,146,24,0,normal
540,0.039,148,24,0,normal
540,0.03,112,17,0,normal
508,0.022,113,15,0,normal
533,0.032,129,22,0,normal
508,0.033,109,17,0,normal
520,0.032,143,18,0,normal
508,0.033,127,23,0,normal
1614,0.524,875,2,9,attack
516,0.014,134,22,0,normal
480,0.026,145,24,0,normal
480,0.037,125,20,0,normal
543,0.018,107,16,0,normal
496,0.043,131,15,0,normal
543,0.044,120,24,0,normal
1748,0.564,975,3,10,attack
1707,0.689,813,2,7,attack
534,0.043,122,21,1,normal
505,0.035,136,22,0,normal
539,0.047,137,19,0,normal
496,0.037,132,15,0,normal
535,0.047,140,17,0,normal
546,0.037,142,19,0,normal
528,0.019,124,18,0,normal
491,0.013,148,22,0,normal
527,0.032,138,21,0,normal
515,0.025,132,17,0,normal
540,0.032,135,23,0,normal
523,0.031,128,21,0,normal
482,0.016,138,19,0,normal
545,0.026,124,22,0,normal
1402,0.493,931,3,10,attack
1789,0.698,902,2,5,attack
1787,0.61,964,4,10,attack
488,0.039,140,16,1,normal
502,0.03,104,20,0,normal
495,0.043,145,21,0,normal
1423,0.664,834,2,11,attack
1668,0.675,945,1,6,attack
511,0.03,115,19,0,normal
539,0.05,126,18,0,normal
487,0.011,114,18,0,normal
480,0.028,123,23,0,normal
1681,0.662,801,2,8,attack
490,0.011,120,21,0,normal
506,0.017,108,16,0,normal
516,0.037,102,23,0,normal
545,0.021,130,18,0,normal
527,0.049,133,15,0,normal
545,0.033,149,22,0,normal
542,0.026,101,23,0,normal
1631,0.568,943,4,10,attack
482,0.049,122,24,0,normal
499,0.018,109,16,0,normal
1714,0.63,890,4,13,attack
549,0.013,127,23,0,normal
482,0.016,115,15,0,normal
480,0.036,130,21,1,normal
547,0.04,102,22,0,normal
494,0.013,130,22,0,normal
540,0.014,140,22,0,normal
501,0.026,123,16,0,normal
546,0.048,141,24,0,normal
496,0.015,124,18,0,normal
1463,0.49,997,2,11,attack
549,0.025,123,19,0,normal
1476,0.508,983,3,10,attack
499,0.028,106,20,0,normal
532,0.028,122,19,0,normal
481,0.047,127,24,0,normal
496,0.041,132,23,0,normal
543,0.036,107,20,0,normal
517,0.01,122,24,0,normal
532,0.027,148,17,0,normal
1529,0.499,922,3,12,attack
531,0.04,102,17,0,normal
485,0.035,114,19,0,normal
1519,0.43,942,3,10,attack
545,0.048,106,24,0,normal
529,0.047,115,16,0,normal
527,0.021,119,18,0,normal
1460,0.641,939,1,14,attack
1516,0.589,849,1,7,attack
1736,0.643,864,3,13,attack
513,0.04,144,22,0,normal
495,0.03,105,21,0,normal
528,0.016,115,21,0,normal
1518,0.53,844,3,12,attack
1689,0.521,802,3,13,attack
1608,0.584,816,1,11,attack
1738,0.597,988,2,6,attack
525,0.026,128,22,0,normal
521,0.019,133,24,0,normal
508,0.017,135,20,0,normal
1631,0.412,824,1,13,attack
1610,0.458,923,2,14,attack
539,0.027,117,22,0,normal
482,0.017,132,20,0,normal
524,0.012,123,18,0,normal
492,0.03,126,16,0,normal
527,0.01,143,18,0,normal
507,0.039,125,15,0,normal
524,0.019,127,17,0,normal
481,0.045,109,21,0,normal
534,0.044,118,23,1,normal
503,0.018,113,23,0,normal
1554,0.529,919,1,8,attack
541,0.023,106,15,0,normal
491,0.018,102,19,0,normal
547,0.034,128,24,0,normal
515,0.019,130,20,0,normal
508,0.019,140,24,0,normal
486,0.037,131,24,0,normal
511,0.034,141,16,1,normal
527,0.031,124,15,1,normal
525,0.035,130,18,0,normal
506,0.03,133,18,0,normal
1519,0.484,966,1,10,attack
529,0.019,144,20,0,normal
488,0.024,125,24,0,normal
497,0.037,127,20,0,normal
485,0.013,104,24,0,normal
530,0.041,124,18,0,normal
505,0.043,123,21,0,normal
490,0.028,134,20,0,normal
1576,0.462,989,2,7,attack
1469,0.464,908,1,11,attack
514,0.012,109,22,0,normal
486,0.014,122,17,0,normal
1433,0.562,854,2,8,attack
511,0.017,122,23,0,normal
499,0.033,117,16,0,normal
523,0.017,111,17,0,normal
1424,0.648,883,1,14,attack
1640,0.577,800,1,13,attack
544,0.044,147,20,0,normal
506,0.048,144,18,0,normal
1645,0.559,939,4,9,attack
493,0.034,114,17,0,normal
1563,0.424,950,4,10,attack
525,0.017,149,15,0,normal
527,0.047,104,23,0,normal
490,0.044,117,19,0,normal
1525,0.625,802,4,8,attack
529,0.044,104,24,0,normal
488,0.03,115,21,0,normal
497,0.04,141,16,1,normal
1400,0.509,870,2,5,attack
522,0.045,124,22,0,normal
534,0.036,110,21,0,normal
541,0.016,125,16,0,normal
1667,0.624,844,3,6,attack
529,0.048,117,22,0,normal
1421,0.46,809,1,14,attack
1660,0.697,943,3,6,attack
1728,0.48,834,1,9,attack
516,0.024,106,20,0,normal
524,0.037,101,16,0,normal
480,0.014,107,20,0,normal
512,0.033,113,16,0,normal
1722,0.555,819,1,10,attack
518,0.042,117,16,0,normal
1603,0.536,914,4,8,attack
510,0.012,138,17,0,normal
485,0.025,146,18,0,normal
496,0.011,117,22,0,normal
1446,0.425,895,3,8,attack
519,0.027,144,15,0,normal
530,0.04,100,19,0,normal
521,0.03,112,17,0,normal
1410,0.545,845,3,13,attack
536,0.017,118,20,0,normal
505,0.026,126,23,0,normal
542,0.013,123,19,0,normal
504,0.032,128,19,0,normal
519,0.038,108,24,0,normal
500,0.03,110,20,0,normal
495,0.012,119,17,0,normal
510,0.049,141,24,0,normal
485,0.027,146,15,0,normal
526,0.032,149,21,0,normal
501,0.011,134,16,0,normal
502,0.042,113,21,0,normal
1518,0.472,867,2,13,attack
1512,0.411,849,4,10,attack
498,0.014,119,18,0,normal
1532,0.648,881,2,11,attack
546,0.038,136,18,0,normal
1465,0.484,811,3,5,attack
1624,0.428,941,2,12,attack
1490,0.652,923,1,11,attack
505,0.025,113,23,0,normal
1494,0.659,871,1,5,attack
509,0.031,148,20,0,normal
1620,0.504,928,2,11,attack
480,0.046,140,24,0,normal
506,0.049,146,24,0,normal
1465,0.547,984,2,13,attack
510,0.047,109,17,0,normal
531,0.039,121,16,0,normal
1523,0.538,955,4,11,attack
494,0.014,129,18,0,normal
523,0.024,124,16,0,normal
535,0.022,123,20,0,normal
1760,0.473,921,1,6,attack
1455,0.578,850,4,6,attack
491,0.04,108,15,0,normal
527,0.045,122,15,0,normal
523,0.027,146,17,0,normal
518,0.014,101,18,0,normal
525,0.04,129,19,0,normal
511,0.012,138,24,1,normal
549,0.045,149,21,0,normal
1772,0.403,877,4,5,attack
492,0.041,101,24,0,normal
519,0.014,115,15,0,normal
499,0.035,146,17,0,normal
541,0.012,128,24,0,normal
1689,0.495,890,2,13,attack
484,0.012,130,21,0,normal
486,0.049,107,23,0,normal
481,0.048,107,15,0,normal
1763,0.572,884,1,9,attack
1640,0.69,849,4,6,attack
542,0.016,107,23,0,normal
549,0.031,140,23,0,normal
1451,0.54,959,3,8,attack
520,0.034,128,18,0,normal
535,0.038,124,17,0,normal
511,0.034,125,18,0,normal
1643,0.403,804,4,9,attack
497,0.043,115,24,0,normal
495,0.011,121,20,0,normal
533,0.045,118,22,0,normal
496,0.041,144,22,0,normal
1774,0.662,980,2,9,attack
1725,0.495,955,1,11,attack
480,0.036,145,23,0,normal
1407,0.44,875,1,8,attack
497,0.03,127,15,1,normal
495,0.024,121,21,0,normal
482,0.022,113,19,0,normal
528,0.016,132,22,0,normal
1472,0.473,865,4,11,attack
1749,0.657,898,2,6,attack
549,0.035,129,19,0,normal
499,0.034,129,19,0,normal
508,0.026,110,17,0,normal
500,0.038,136,15,0,normal
504,0.042,100,19,0,normal
512,0.03,103,22,0,normal
527,0.027,120,19,0,normal
492,0.045,112,23,0,normal
521,0.027,133,17,0,normal
1797,0.66,886,2,9,attack
503,0.018,146,24,0,normal
545,0.034,144,19,0,normal
512,0.044,100,18,0,normal
506,0.022,119,22,0,normal
488,0.021,136,24,0,normal
1541,0.562,921,1,11,attack
1524,0.463,970,1,7,attack
502,0.041,106,20,0,normal
1497,0.632,971,2,5,attack
1637,0.472,994,2,9,attack
534,0.035,103,24,0,normal
510,0.019,120,21,1,normal
527,0.032,149,18,0,normal
507,0.046,117,15,1,normal
505,0.019,144,17,0,normal
524,0.014,116,15,0,normal
549,0.048,136,24,0,normal
482,0.03,108,23,0,normal
1512,0.437,939,2,9,attack
503,0.014,149,21,0,normal
1478,0.453,811,4,9,attack
497,0.013,104,21,0,normal
512,0.011,149,21,0,normal
490,0.016,137,16,0,normal
1617,0.615,880,1,10,attack
519,0.04,108,18,0,normal
495,0.029,113,15,0,normal
535,0.016,112,22,0,normal
1753,0.621,846,2,8,attack
1675,0.644,866,4,12,attack
483,0.022,132,16,0,normal
529,0.02,108,17,0,normal
508,0.023,147,20,0,normal
516,0.025,116,16,0,normal
519,0.024,132,18,0,normal
519,0.024,132,15,0,normal
547,0.04,121,15,0,normal
535,0.018,110,23,0,normal
529,0.044,142,15,0,normal
480,0.038,118,20,0,normal
510,0.023,139,21,0,normal
542,0.042,133,21,0,normal
493,0.04,114,21,0,normal
509,0.049,111,23,0,normal
523,0.015,113,22,0,normal
542,0.047,110,24,0,normal
521,0.047,121,19,0,normal
523,0.026,121,20,0,normal
1411,0.69,847,1,7,attack
537,0.013,147,22,1,normal
1568,0.689,916,4,8,attack
1753,0.499,903,1,13,attack
511,0.039,147,19,0,normal
1641,0.549,983,4,12,attack
484,0.015,111,18,1,normal
532,0.026,117,16,0,normal
530,0.014,137,19,0,normal
486,0.021,108,19,0,normal
495,0.032,108,20,0,normal
524,0.034,146,18,0,normal
524,0.026,149,23,1,normal
1401,0.618,970,4,11,attack
1431,0.561,948,3,7,attack
1499,0.611,913,4,14,attack
539,0.037,136,17,0,normal
514,0.039,117,15,0,normal
531,0.022,131,23,1,normal
1449,0.59,926,4,14,attack
529,0.014,127,23,0,normal
1574,0.679,925,4,14,attack
1511,0.487,933,4,11,attack
505,0.039,149,22,0,normal
543,0.017,130,24,1,normal
549,0.043,118,19,0,normal
1514,0.607,965,1,13,attack
517,0.046,142,20,0,normal
524,0.039,120,22,0,normal
501,0.034,124,15,0,normal
511,0.043,122,22,0,normal
532,0.04,110,22,0,normal
483,0.026,142,22,0,normal
527,0.043,131,19,0,normal
491,0.02,121,22,0,normal
1493,0.627,905,2,14,attack
518,0.019,149,23,0,normal
504,0.021,144,21,0,normal
502,0.042,110,18,0,normal
517,0.01,144,20,0,normal
1568,0.537,976,4,5,attack
521,0.048,145,17,0,normal
485,0.011,139,21,0,normal
539,0.022,126,20,0,normal
1611,0.481,865,3,7,attack
500,0.022,110,18,0,normal
537,0.049,116,22,0,normal
509,0.015,125,15,0,normal
537,0.025,109,24,0,normal
489,0.03,118,15,0,normal
519,0.026,104,18,0,normal
486,0.012,110,18,0,normal
494,0.01,110,17,0,normal
1770,0.621,871,4,5,attack
544,0.039,140,20,0,normal
1544,0.603,995,1,10,attack
1579,0.676,962,1,14,attack
540,0.019,104,22,0,normal
505,0.046,128,24,0,normal
481,0.011,130,16,0,normal
529,0.021,138,19,0,normal
536,0.047,118,16,0,normal
1767,0.67,951,4,5,attack
525,0.045,138,21,0,normal
491,0.041,126,21,0,normal
494,0.021,117,15,0,normal
531,0.016,113,17,0,normal
494,0.025,143,24,0,normal
549,0.016,112,19,1,normal
520,0.026,130,15,0,normal
538,0.037,108,20,0,normal
501,0.035,133,19,0,normal
531,0.015,104,19,0,normal
1614,0.621,884,2,11,attack
507,0.015,116,20,0,normal
529,0.032,129,24,0,normal
485,0.016,122,17,0,normal
515,0.046,140,20,0,normal
516,0.021,138,20,0,normal
517,0.019,143,24,0,normal
522,0.048,104,22,0,normal
487,0.022,100,16,0,normal
526,0.022,137,16,0,normal
1754,0.632,914,1,10,attack
1728,0.441,878,3,9,attack
1559,0.592,997,2,10,attack
505,0.039,144,23,0,normal
511,0.046,125,17,0,normal
496,0.026,103,17,0,normal
544,0.033,146,20,0,normal
516,0.043,139,19,0,normal
493,0.011,147,21,0,normal
527,0.029,140,15,0,normal
492,0.017,107,21,0,normal
484,0.046,114,21,0,normal
496,0.041,129,16,0,normal
522,0.042,113,20,0,normal
1507,0.569,836,4,5,attack
482,0.049,111,16,0,normal
521,0.026,122,22,0,normal
1603,0.657,925,4,9,attack
525,0.039,126,15,0,normal
532,0.033,103,16,0,normal
496,0.03,137,20,0,normal
1627,0.558,849,3,8,attack
526,0.048,119,22,0,normal
498,0.029,121,19,1,normal
510,0.04,107,16,0,normal
549,0.014,137,23,0,normal
1758,0.532,989,4,11,attack
1741,0.676,964,2,13,attack
491,0.021,143,20,0,normal
1647,0.401,937,3,6,attack
509,0.044,106,15,0,normal
502,0.018,103,22,0,normal
488,0.022,130,17,0,normal
1745,0.571,813,2,6,attack
503,0.012,148,22,0,normal
484,0.038,133,19,0,normal
510,0.016,131,24,0,normal
515,0.039,146,18,0,normal
498,0.018,126,21,1,normal
489,0.028,107,22,0,normal
544,0.048,127,21,0,normal
500,0.044,104,15,0,normal
522,0.019,147,23,0,normal
514,0.02,128,17,0,normal
548,0.029,101,17,0,normal
488,0.013,137,19,0,normal
499,0.045,145,21,0,normal
493,0.036,115,24,0,normal
505,0.047,111,20,0,normal
493,0.011,121,16,0,normal
521,0.028,102,21,0,normal
1432,0.472,951,4,11,attack
538,0.032,124,17,0,normal
1508,0.628,962,1,9,attack
528,0.038,123,19,0,normal
495,0.014,111,17,0,normal
518,0.027,130,21,0,normal
519,0.017,138,21,0,normal
1497,0.579,805,1,12,attack
499,0.049,119,17,0,normal
1515,0.503,977,3,9,attack
534,0.045,146,18,0,normal
483,0.05,138,18,0,normal
516,0.034,115,16,0,normal
502,0.038,145,18,0,normal
510,0.025,132,24,0,normal
1431,0.641,960,1,10,attack
1548,0.667,826,2,12,attack
517,0.021,145,23,0,normal
544,0.026,102,16,1,normal
544,0.028,115,23,0,normal
490,0.027,119,15,0,normal
1644,0.565,856,4,13,attack
1595,0.636,911,3,7,attack
534,0.048,104,21,1,normal
510,0.027,126,22,0,normal
528,0.027,119,23,0,normal
1793,0.467,837,3,6,attack
526,0.047,122,23,0,normal
533,0.012,126,21,0,normal
509,0.044,113,20,0,normal
537,0.04,122,19,0,normal
528,0.039,146,21,0,normal
1764,0.535,990,2,12,attack
535,0.041,131,24,0,normal
1570,0.623,949,3,8,attack
1637,0.567,821,3,13,attack
489,0.045,111,15,1,normal
545,0.023,127,17,0,normal
497,0.028,126,17,0,normal
510,0.02,124,21,0,normal
535,0.029,126,24,0,normal
503,0.012,128,19,0,normal
518,0.016,136,20,0,normal
1474,0.688,819,2,7,attack
482,0.04,129,16,0,normal
526,0.028,137,16,0,normal
1433,0.619,834,4,8,attack
520,0.017,127,20,0,normal
1743,0.476,852,2,7,attack
519,0.012,122,19,0,normal
486,0.025,112,20,0,normal
517,0.017,100,19,0,normal
1419,0.584,952,1,9,attack
543,0.041,103,16,0,normal
516,0.028,130,23,0,normal
509,0.026,134,23,0,normal
1532,0.64,881,4,12,attack
504,0.022,146,15,0,normal
505,0.031,130,24,0,normal
502,0.046,122,15,0,normal
517,0.044,131,19,0,normal
504,0.019,127,16,0,normal
545,0.047,112,23,0,normal
528,0.044,123,23,0,normal
504,0.047,142,22,0,normal
1530,0.432,839,4,6,attack
513,0.018,128,24,0,normal
509,0.048,138,16,0,normal
539,0.035,145,22,0,normal
481,0.035,106,18,0,normal
499,0.048,111,18,0,normal
532,0.045,130,19,0,normal
515,0.017,122,21,0,normal
1423,0.651,934,4,11,attack
1644,0.614,858,3,7,attack
518,0.038,128,23,0,normal
496,0.044,147,16,0,normal
480,0.01,112,18,0,normal
531,0.014,124,16,0,normal
1701,0.416,953,4,8,attack
522,0.011,131,21,0,normal
546,0.024,140,16,0,normal
1773,0.531,959,1,11,attack
531,0.046,149,19,0,normal
1710,0.406,800,1,8,attack
501,0.013,131,21,0,normal
536,0.029,126,22,0,normal
489,0.035,134,19,0,normal
1626,0.48,840,2,6,attack
492,0.049,137,24,0,normal
1461,0.45,863,1,7,attack
485,0.015,115,15,0,normal
540,0.015,149,22,0,normal
520,0.041,118,22,0,normal
1606,0.548,975,3,7,attack
548,0.035,144,17,0,normal
509,0.015,126,20,0,normal
505,0.039,140,21,0,normal
536,0.05,113,22,0,normal
547,0.049,128,17,0,normal
1577,0.544,936,4,8,attack
549,0.05,146,15,1,normal
511,0.019,127,15,0,normal
514,0.047,144,18,0,normal
1588,0.59,843,2,6,attack
520,0.04,119,21,0,normal
520,0.034,101,20,0,normal
1773,0.565,898,4,10,attack
506,0.043,148,20,0,normal
544,0.017,123,20,0,normal
486,0.026,119,24,0,normal
506,0.034,128,15,0,normal
486,0.028,124,21,0,normal
504,0.03,108,24,0,normal
1636,0.684,876,1,11,attack
547,0.044,141,19,0,normal
521,0.03,117,19,0,normal
537,0.042,141,20,0,normal
499,0.025,131,21,0,normal
523,0.019,123,17,0,normal
539,0.027,113,19,0,normal
496,0.039,138,17,1,normal
513,0.043,140,18,0,normal
532,0.031,102,20,0,normal
486,0.021,104,22,0,normal
481,0.032,138,17,0,normal
517,0.044,122,22,0,normal
549,0.029,135,20,0,normal
1612,0.434,845,3,12,attack
481,0.021,118,22,0,normal
480,0.013,115,20,0,normal
484,0.028,142,18,0,normal
481,0.012,136,21,0,normal
1587,0.663,966,1,12,attack
517,0.02,143,24,0,normal
527,0.045,129,22,0,normal
1438,0.447,806,3,8,attack
1538,0.461,874,4,5,attack
536,0.034,136,24,0,normal
505,0.015,100,17,0,normal
530,0.042,131,19,0,normal
1673,0.67,802,1,12,attack
1577,0.573,883,2,6,attack
517,0.049,103,23,0,normal
541,0.03,133,18,0,normal
537,0.044,136,22,0,normal
540,0.032,140,17,0,normal
531,0.012,146,20,0,normal
494,0.014,136,20,0,normal
1689,0.437,913,4,11,attack
485,0.043,141,16,0,normal
515,0.037,125,24,1,normal
507,0.019,113,24,0,normal
544,0.05,125,15,0,normal
512,0.014,104,21,0,normal
1573,0.679,843,4,6,attack
483,0.014,134,21,0,normal
485,0.034,131,20,0,normal
489,0.043,111,21,0,normal
500,0.011,108,21,0,normal
536,0.016,143,21,0,normal
548,0.012,115,23,0,normal
507,0.037,145,20,0,normal
500,0.018,124,20,0,normal
506,0.031,119,20,0,normal
492,0.011,114,23,0,normal
1421,0.678,816,1,6,attack
492,0.018,111,15,0,normal
516,0.035,111,21,0,normal
493,0.021,143,23,1,normal
543,0.04,149,18,0,normal
549,0.016,127,15,0,normal
480,0.027,128,15,0,normal
545,0.023,145,17,0,normal
491,0.031,126,18,0,normal
547,0.037,137,18,0,normal
507,0.043,113,20,0,normal
520,0.046,135,20,0,normal
1427,0.626,946,4,11,attack
543,0.019,127,24,0,normal
534,0.045,134,22,0,normal
525,0.017,141,23,0,normal
538,0.045,136,16,1,normal
535,0.039,147,22,0,normal
509,0.026,125,20,0,normal
1436,0.568,919,2,11,attack
497,0.012,112,22,0,normal
1514,0.502,876,2,10,attack
511,0.014,114,19,0,normal
505,0.017,129,18,0,normal
523,0.048,124,16,0,normal
1621,0.638,999,2,6,attack
1682,0.517,870,3,10,attack
1595,0.409,806,1,8,attack
1648,0.432,811,4,14,attack
494,0.012,104,19,0,normal
1720,0.524,809,1,7,attack
1610,0.543,920,1,14,attack
539,0.02,137,22,0,normal
501,0.034,124,23,0,normal
1781,0.497,937,2,9,attack
499,0.029,130,17,0,normal
534,0.025,130,21,0,normal
1578,0.495,990,2,9,attack
485,0.011,124,22,0,normal
531,0.036,137,17,0,normal
480,0.047,116,16,0,normal
511,0.026,114,19,0,normal
1484,0.593,984,1,6,attack
485,0.033,114,22,0,normal
541,0.046,147,17,0,normal
488,0.015,121,21,0,normal
542,0.049,135,16,0,normal
497,0.022,149,21,0,normal
509,0.025,110,22,0,normal
529,0.035,104,17,1,normal
549,0.019,107,24,0,normal
547,0.029,129,24,0,normal
1701,0.661,964,4,12,attack
519,0.011,113,16,0,normal
538,0.042,113,18,0,normal
1779,0.413,856,4,8,attack
548,0.048,134,20,0,normal
520,0.041,141,22,0,normal
484,0.042,121,19,0,normal
515,0.012,107,23,0,normal
531,0.034,123,19,0,normal
503,0.033,103,20,0,normal
491,0.026,110,21,0,normal
1613,0.669,896,2,11,attack
494,0.02,148,16,0,normal
497,0.037,134,17,0,normal
1743,0.673,933,4,7,attack
514,0.013,136,19,0,normal
486,0.035,140,22,0,normal
1479,0.405,958,2,6,attack
546,0.036,132,22,0,normal
546,0.024,146,22,0,normal
512,0.019,147,16,0,normal
527,0.028,115,17,0,normal
527,0.012,111,20,0,normal
533,0.039,107,23,0,normal
487,0.048,117,20,0,normal
490,0.016,148,21,0,normal
1751,0.472,980,4,6,attack
483,0.021,143,15,0,normal
545,0.026,124,15,0,normal
529,0.011,147,16,0,normal
489,0.011,142,22,0,normal
532,0.043,109,15,1,normal
